id,title,subject,grade_level,difficulty_level,difficulty_score,topics,question_type,has_mathml,math_complexity,content_quality_score,math_accuracy_score,pedagogical_value_score,accessibility_score,translation_ready,adaptive_learning_ready
5372,'Total volume of carbon dioxide gas',mathematics,10,beginner,1,geometry|trigonometry,general,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
9855,'Proportions',mathematics,10,beginner,1,general,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9857,'Proportion',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9858,'The ratio between the number',mathematics,10,beginner,1,general,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9859,'The age in the ratio',mathematics,10,beginner,1,general,general,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
9861,'Cost of notebook',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.9,0.8,0.8,0.7999999999999999,True,False
9862,'A man earns',mathematics,10,beginner,1,general,general,True,low,0.9,0.8,0.8,0.7999999999999999,True,False
9863,'Oranges cost',mathematics,10,beginner,1,trigonometry,general,True,low,0.7999999999999999,0.8,0.8,0.7999999999999999,True,False
5373,'Mass of slaked lime',mathematics,10,beginner,1,general,general,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
9854,'Proportions',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5374,'Volume of nitrogen',mathematics,10,beginner,1,algebra|geometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
9852,'Complex number',mathematics,10,beginner,1,algebra,general,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
9853,'Complex number',mathematics,10,beginner,1,general,general,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
5375,'Mass of sodium carbonate',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9849,'Proportions',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9850,'Composite numbers',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
9851,'Composite numbers',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5376,'Volume of sulphur dioxide',mathematics,10,beginner,1,algebra|geometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
5377,'Ammonium nitrate',mathematics,10,beginner,1,geometry|trigonometry,general,True,low,0.7,0.8,0.7,0.7999999999999999,True,False
9818,'The difference between two squares',mathematics,10,beginner,1,algebra|number_theory,general,True,low,0.9,0.8,0.7,0.7999999999999999,True,False
5378,'Sodium sulfate',mathematics,10,beginner,1,algebra,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
9788,'Specific heat capacity',mathematics,10,beginner,1,trigonometry,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5379,'Electrolytes and Non-electrolytes (1)',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7,True,False
5380,'Electrolytes and Non-electrolytes (2)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
9750,'D.C. motor',mathematics,10,beginner,1,geometry|trigonometry,general,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
9753,'The magnetic effect',mathematics,10,beginner,1,trigonometry|statistics,explanation,False,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
9754,'The magnetic effects of current',mathematics,10,beginner,1,general,explanation,False,low,0.6,0.8,0.8,0.7999999999999999,True,False
9755,'Magnetic field lines',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
9761,'An ideal step-up transformer',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9780,'Mixing the ice with water',mathematics,10,beginner,1,general,problem_solving,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9781,'Calculate the mass of the water',mathematics,10,beginner,1,general,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
9783,'The principle of the method of mixtures',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5381,'Electrolytes and Non-electrolytes (3)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
9726,'Parallel resistance',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5382,'Electrolytes and Non-electrolytes (4)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
9679,'Concave lens',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
9686,'Any two electromagnetic waves',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9689,'The electromagnetic radiations',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5383,'Electrolytes and Non-electrolytes (5)',mathematics,10,beginner,1,general,general,True,medium,0.6,0.8,0.6,0.7,True,False
9657,'A&nbsp;triangular glass prism',mathematics,10,beginner,1,algebra|geometry|trigonometry|number_theory,explanation,False,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
9659,'A ray of light incident',mathematics,10,beginner,1,geometry|trigonometry,general,False,low,0.7,0.8,0.8999999999999999,0.8999999999999999,True,False
9671,'Critical Angle for water',mathematics,10,beginner,1,geometry|trigonometry,proof,False,medium,0.7,0.8,0.8999999999999999,0.8999999999999999,True,False
5384,'Appropriate observation',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5385,'Correct form',mathematics,10,beginner,1,trigonometry,general,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
5386,'Electrolysis',mathematics,10,beginner,1,statistics,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5387,'Electrolysis',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5388,'Electrolysis',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5389,'Electrolysis',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5390,'Conductivity',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5391,'Redox forms',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.9,0.7999999999999999,True,False
5392,'Electrolysis',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5393,'Electrolyte',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5394,'Electricity',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5395,'Electrolyte',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5396,'Carbon tetrachloride',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5397,'Non-electrolyte',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5398,'Oxidation or reduction',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7999999999999999,0.7999999999999999,True,False
9652,'A pulley system',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5399,'Cathode',mathematics,10,beginner,1,trigonometry|statistics,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5400,'Electrolyte',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5401,'Electrode',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5402,'Redox reaction',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5403,'Electrical conductivity',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
5404,'Electrolysis',mathematics,10,beginner,1,algebra|geometry,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5405,'Electrolysis',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5406,'Oxidation-reduction',mathematics,10,beginner,1,algebra|trigonometry,general,False,medium,0.7,0.8,0.7,0.7999999999999999,True,False
5407,'Oxidation or reduction',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7999999999999999,0.7999999999999999,True,False
5408,'Term electrolyte',mathematics,10,beginner,1,algebra|trigonometry|statistics,multiple_choice,False,low,0.7,0.8,0.7999999999999999,0.7999999999999999,True,False
5409,'Electrode reactions',mathematics,10,beginner,1,general,explanation,True,low,0.7,0.8,0.8,0.7999999999999999,True,False
5410,'Electrolyzed',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.8999999999999999,0.8999999999999999,True,False
5411,'Electrolytic reaction',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5412,'Electrolyte',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5413,'Electrodes',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.6,0.8999999999999999,True,False
5414,'Electricity',mathematics,10,beginner,1,statistics,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5415,'Electrolysis',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.7,0.7,True,False
5416,'Applications of Electrolysis (2)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.7,0.7,True,False
9448,'Electrorefining of copper',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5417,'Electrolyte',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5418,'Electrorefining of copper',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5419,'Electrolysis of molten lead bromide',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5420,'Electrolysis',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5421,'Requirements of electroplating',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.9,0.7999999999999999,True,False
5422,'Electrorefining',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5423,'Cathode and anode.',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5424,'Silver plating',mathematics,10,beginner,1,algebra,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5425,'Electroplating',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5426,'Electroplating:',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5427,'Electrolyte',mathematics,10,beginner,1,general,multiple_choice,True,low,0.7,0.8,0.8,0.7999999999999999,True,False
5428,'Metals and Non-Metals (1)',mathematics,10,beginner,1,general,general,True,medium,0.6,0.8,0.6,0.7,True,False
5429,'Metals and Non-Metals (2)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
5430,'Metals and Non-Metals (3)',mathematics,10,beginner,1,general,general,True,medium,0.6,0.8,0.6,0.7,True,False
5431,'Metals',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5432,'Characteristics of non-metals',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5433,'Metallic oxide',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5434,'Non-metal',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5435,'Balanced chemical equations',mathematics,10,beginner,1,algebra,general,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5436,'Balanced chemical equations',mathematics,10,beginner,1,algebra,general,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5437,'Affinity and Conductors',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5438,'Metalloids',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.9,0.7999999999999999,True,False
5439,'Reducing agent',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5440,'Non-metal',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5441,'Reducing agent',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5442,'Non-metallic element',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5443,'Phosphorus and Sodium.',mathematics,10,beginner,1,algebra,problem_solving,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5444,'Nitric acid',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5445,'Metal and a non-metal',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5446,'Metal and non-metal',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
9449,'Identify valency',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5447,'Identify valency',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
9648,'The efficiency of a pulley system',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.6,0.8,0.8,0.7999999999999999,True,False
5448,'Characteristics of metal',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5449,'Metal and Non-Metal',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5450,'Order of reactivity',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5451,'Metal',mathematics,10,beginner,1,general,explanation,True,low,0.7,0.8,0.8,0.7999999999999999,True,False
5452,'Extraction of Metals and Alloys (1)',mathematics,10,beginner,1,general,general,True,medium,0.6,0.8,0.6,0.7,True,False
5453,'Extraction of Metals and Alloys (2)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
9618,'The maximum potential energy',mathematics,10,beginner,1,general,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9622,'Define a kilowatt',mathematics,10,beginner,1,geometry|trigonometry,general,False,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
9646,'Block and tackle system pulleys&nbsp;',mathematics,10,beginner,1,general,multiple_choice,True,low,0.7,0.8,0.8,0.8999999999999999,True,False
9647,'A fixed pulley',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5454,'Extraction of Metals and Alloys (3)',mathematics,10,beginner,1,general,general,True,medium,0.6,0.8,0.6,0.7,True,False
9615,'The momentum of a moving body.',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7999999999999999,True,False
9617,'The bob of a simple pendulum',mathematics,10,beginner,1,statistics,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5455,'Extraction of Metals and Alloys (4)',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7,True,False
5456,'Extraction of Metals and Alloys (5)',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7,True,False
9450,'Common Alloys',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9595,'See-saw',mathematics,10,beginner,1,trigonometry,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9599,'Moment of force',mathematics,10,beginner,1,general,problem_solving,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9605,'The center of gravity',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9606,'Force exerted',mathematics,10,beginner,1,geometry|trigonometry,multiple_choice,False,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
9610,'Kinetic energy',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9611,'The principle of conservation of energy',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
9612,'A&nbsp;compressed spring',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.8999999999999999,True,False
5457,'Calcination and froth floatation',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5458,'Electrolytic',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5459,'Ore of iron',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5460,'Common Alloys',mathematics,10,beginner,1,calculus|trigonometry,multiple_choice,False,medium,0.7,0.8,0.7,0.7999999999999999,True,True
9451,'Alloy',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5461,'Alloy',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9452,'Aluminum',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5462,'Aluminum',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5463,'Alumina',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5464,'Calcination and Roasting',mathematics,10,beginner,1,general,general,False,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5465,'Manufacture of iron',mathematics,10,beginner,1,algebra,multiple_choice,False,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5466,'Alloys',mathematics,10,beginner,1,algebra|calculus,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,True
5467,'Hall Heroult\'s process',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5468,'Duralumin',mathematics,10,beginner,1,algebra,multiple_choice,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5469,'Principal ore',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,True,low,0.7,0.8,0.7,0.7999999999999999,True,False
5470,'Extraction of aluminum',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5471,'Extraction of aluminum:',mathematics,10,beginner,1,algebra|trigonometry,general,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5472,'Molten aluminum',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.8999999999999999,True,False
5473,'Name of alloy',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5474,'Iron',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5475,'Clarify electrolysis',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5476,'Extraction of aluminum',mathematics,10,beginner,1,algebra,explanation,False,low,0.7,0.8,0.8,0.8999999999999999,True,False
5477,'Manufacture of iron',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
5478,'Cryolite',mathematics,10,beginner,1,algebra|statistics,multiple_choice,False,low,0.7,0.8,0.9999999999999999,0.7999999999999999,True,False
5479,'Ore of zinc',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,medium,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5480,'Chief ore of Aluminum',mathematics,10,beginner,1,algebra,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5481,'Baeyer\'s process',mathematics,10,beginner,1,algebra|trigonometry,explanation,True,medium,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5482,'Alloys',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5483,'Earth\'s crust',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5484,'Extraction of aluminum',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.8999999999999999,True,False
5485,'Extract from metals',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,True,medium,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5486,'Extraction of either zinc or aluminum',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5487,'Ore of zinc',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5488,'Zincblende',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,medium,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5489,'Extraction of iron-ore',mathematics,10,beginner,1,algebra,multiple_choice,False,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5490,'Hydrogen Chloride Gas (1)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
9593,'Spring',mathematics,10,beginner,1,general,proof,False,low,0.7999999999999999,0.8,0.8,0.8999999999999999,True,False
9594,'S.I. unit of force',mathematics,10,beginner,1,general,problem_solving,True,medium,0.7,0.8,0.8,0.7999999999999999,True,False
5491,'Hydrogen Chloride Gas (2)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
5492,'Ammonia gas reacts',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7,0.8999999999999999,True,False
5493,'HCl turning blue litmus red',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5494,'Hydrogen chloride',mathematics,10,beginner,1,general,general,False,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5495,'Hydrogen chloride',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5496,'Chemical test',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
5497,'Hydrogen chloride or ammonia.',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5498,'Hydrogen chloride gas',mathematics,10,beginner,1,algebra,proof,True,medium,0.7,0.8,0.8,0.8999999999999999,True,False
5499,'Fountain experiment.',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.8,0.8999999999999999,True,False
5500,'Chlorine reacts with hydrogen sulfide',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5501,'Preparation of Hydrogen chloride',mathematics,10,beginner,1,algebra,general,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
5502,'Preparation of hydrochloric acid',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5503,'Preparation of hydrogen chloride.',mathematics,10,beginner,1,algebra,proof,True,low,0.7,0.8,0.8,0.8999999999999999,True,False
5504,'Hydrogen chloride',mathematics,10,beginner,1,algebra,multiple_choice,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5505,'Hydrochloric Acid (1)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
5506,'Hydrochloric Acid (2)',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.6,0.7,True,False
9453,'Polar covalent compounds',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
9455,'Hydrochloric acid',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9573,'Isobars',mathematics,10,beginner,1,general,general,True,low,0.6,0.8,0.7,0.7999999999999999,True,False
9581,'The equivalent resistance',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7,0.8,0.6,0.8999999999999999,True,False
9590,'Equilibrium',mathematics,10,beginner,1,general,general,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
9591,'The force exerted',mathematics,10,beginner,1,general,multiple_choice,False,medium,0.7,0.8,0.6,0.8999999999999999,True,False
5507,'Hydrochloric Acid (3)',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7,True,False
5508,'Polar covalent compounds',mathematics,10,beginner,1,geometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9454,'Hydrochloric acid',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5509,'Hydrogen sulfide',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5510,'Hydrochloric acid',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9456,'Balanced equations',mathematics,10,beginner,1,algebra,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9457,'Balanced equations',mathematics,10,beginner,1,algebra,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
5511,'Balanced equations',mathematics,10,beginner,1,algebra,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9458,'Hydrochloric acid',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5512,'Hydrochloric acid',mathematics,10,beginner,1,general,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
9459,'Potassium sulfite',mathematics,10,beginner,1,geometry|trigonometry,general,False,low,0.6,0.8,0.7,0.7999999999999999,True,False
5513,'Potassium sulfite',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
9460,'Nitric acid',mathematics,10,beginner,1,trigonometry,explanation,False,low,0.7,0.8,0.8,0.7999999999999999,True,False
5514,'Lead nitrate solution',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9462,'Silver nitrate crystals',mathematics,10,beginner,1,algebra|trigonometry,multiple_choice,False,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,False
5515,'Silver nitrate crystals',mathematics,10,beginner,1,algebra,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
9463,'Red lead reacts with HCl',mathematics,10,beginner,1,algebra|calculus,multiple_choice,True,low,0.7,0.8,0.8999999999999999,0.7999999999999999,True,True
5516,'Red lead reacts with HCl',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9472,'Balanced equation',mathematics,10,beginner,1,algebra|trigonometry,general,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
9473,'Balanced equation',mathematics,10,beginner,1,algebra,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
5517,'Balanced equations',mathematics,10,beginner,1,algebra,general,True,low,0.7,0.8,0.6,0.8999999999999999,True,False
5518,'The reaction of dilute hydrochloric acid',mathematics,10,beginner,1,algebra,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
